"sequence","prokka_descrip","max_annot_lvl","Preferred_name","Description","EC","KEGG_ko","CAZy","PFAMs","Preferred_name2","AMR_descrip","Class","Subclass","percent_ident"
"HEBPGAIP_01351","tRNA (guanine-N(1)-)-methyltransferase","91061|Bacilli","trmD","Belongs to the RNA methyltransferase TrmD family","2.1.1.228","ko:K00554","-","tRNA_m1G_MT",NA,NA,NA,NA,NA
"HEBPGAIP_01352","50S ribosomal protein L19","91061|Bacilli","rplS","This protein is located at the 30S-50S ribosomal subunit interface and may play a role in the structure and function of the aminoacyl-tRNA binding site","-","ko:K02884","-","Ribosomal_L19",NA,NA,NA,NA,NA
"HEBPGAIP_01353","hypothetical protein","91061|Bacilli","-","-","-","-","-","PMT_2",NA,NA,NA,NA,NA
"HEBPGAIP_01354","3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ","91061|Bacilli","fabZ","Involved in unsaturated fatty acids biosynthesis. Catalyzes the dehydration of short chain beta-hydroxyacyl-ACPs and long chain saturated and unsaturated beta-hydroxyacyl-ACPs","4.2.1.59","ko:K02372","-","FabA",NA,NA,NA,NA,NA
"HEBPGAIP_01355","hypothetical protein","91061|Bacilli","-","Transcriptional regulator","-","-","-","MarR,MarR_2",NA,NA,NA,NA,NA
"HEBPGAIP_01356","3-oxoacyl-[acyl-carrier-protein] synthase 3","91061|Bacilli","fabH","Catalyzes the condensation reaction of fatty acid synthesis by the addition to an acyl acceptor of two carbons from malonyl-ACP. Catalyzes the first condensation reaction which initiates fatty acid synthesis and may therefore play a role in governing the total rate of fatty acid production. Possesses both acetoacetyl-ACP synthase and acetyl transacylase activities. Its substrate specificity determines the biosynthesis of branched- chain and or straight-chain of fatty acids","2.3.1.180","ko:K00648","-","ACP_syn_III,ACP_syn_III_C",NA,NA,NA,NA,NA
"HEBPGAIP_01357","Acyl carrier protein","91061|Bacilli","acpP","Carrier of the growing fatty acid chain in fatty acid biosynthesis","-","ko:K02078","-","PP-binding",NA,NA,NA,NA,NA
"HEBPGAIP_01358","Malonyl CoA-acyl carrier protein transacylase","91061|Bacilli","fabD","Malonyl CoA-acyl carrier protein transacylase","2.3.1.39","ko:K00645,ko:K15327,ko:K15329","-","Acyl_transf_1",NA,NA,NA,NA,NA
"HEBPGAIP_01359","3-oxoacyl-[acyl-carrier-protein] reductase","91061|Bacilli","fabG","reductase","1.1.1.100","ko:K00059","-","adh_short_C2",NA,NA,NA,NA,NA
"HEBPGAIP_01360","3-oxoacyl-[acyl-carrier-protein] synthase 2","91061|Bacilli","fabF","Catalyzes the condensation reaction of fatty acid synthesis by the addition to an acyl acceptor of two carbons from malonyl-ACP","2.3.1.179","ko:K09458","-","Ketoacyl-synt_C,ketoacyl-synt",NA,NA,NA,NA,NA
"HEBPGAIP_01361","Biotin carboxyl carrier protein of acetyl-CoA carboxylase","91061|Bacilli","accB","first, biotin carboxylase catalyzes the carboxylation of the carrier protein and then the transcarboxylase transfers the carboxyl group to form malonyl-CoA","-","ko:K02160","-","Biotin_lipoyl",NA,NA,NA,NA,NA
"HEBPGAIP_01362","3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ","91061|Bacilli","fabZ2","FabA-like domain","4.2.1.59","ko:K02372","-","FabA",NA,NA,NA,NA,NA
"HEBPGAIP_01363","2-oxoglutarate carboxylase small subunit","91061|Bacilli","accC","Acetyl-CoA carboxylase biotin carboxylase subunit","6.3.4.14,6.4.1.2","ko:K01961","-","Biotin_carb_C,Biotin_carb_N,CPSase_L_D2",NA,NA,NA,NA,NA
"HEBPGAIP_01364","Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta","91061|Bacilli","accD","Component of the acetyl coenzyme A carboxylase (ACC) complex. Biotin carboxylase (BC) catalyzes the carboxylation of biotin on its carrier protein (BCCP) and then the CO(2) group is transferred by the transcarboxylase to acetyl-CoA to form malonyl- CoA","2.1.3.15,6.4.1.2","ko:K01963","-","Carboxyl_trans",NA,NA,NA,NA,NA
"HEBPGAIP_01365","Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha","91061|Bacilli","accA","alpha subunit","2.1.3.15,6.4.1.2","ko:K01962","-","ACCA",NA,NA,NA,NA,NA
"HEBPGAIP_01366","Enoyl-[acyl-carrier-protein] reductase [NADH] FabI","91061|Bacilli","fabI","Enoyl- acyl-carrier-protein reductase NADH","1.3.1.10,1.3.1.9","ko:K00208","-","adh_short_C2",NA,NA,NA,NA,NA
"HEBPGAIP_01367","Bifunctional ligase/repressor BirA","91061|Bacilli","birA","Acts both as a biotin-- acetyl-CoA-carboxylase ligase and a repressor","6.3.4.15","ko:K03524","-","BPL_C,BPL_LplA_LipB,HTH_11",NA,NA,NA,NA,NA
"HEBPGAIP_01368","Biotin transporter BioY","91061|Bacilli","bioY","BioY family","-","ko:K03523","-","BioY",NA,NA,NA,NA,NA
"HEBPGAIP_01369","hypothetical protein","91061|Bacilli","-","MazG nucleotide pyrophosphohydrolase domain","-","-","-","MazG",NA,NA,NA,NA,NA
"HEBPGAIP_01370","Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB","91061|Bacilli","entB","Isochorismatase family","-","-","-","Isochorismatase",NA,NA,NA,NA,NA
"HEBPGAIP_01371","3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase","91061|Bacilli","-","RmlD substrate binding domain","-","-","-","adh_short",NA,NA,NA,NA,NA
"HEBPGAIP_01372","putative HTH-type transcriptional regulator","91061|Bacilli","adhR","helix_turn_helix, mercury resistance","-","ko:K21745","-","MerR,MerR-DNA-bind,MerR_1",NA,NA,NA,NA,NA
"HEBPGAIP_01373","hypothetical protein","91061|Bacilli","-","Transcriptional regulator","-","-","-","-",NA,NA,NA,NA,NA
"HEBPGAIP_01374","Riboflavin transporter RibZ","91061|Bacilli","ydiC1","Major Facilitator","-","-","-","MFS_1",NA,NA,NA,NA,NA
"HEBPGAIP_01375","Quinone reductase","91061|Bacilli","azo1","NADPH-dependent FMN reductase","1.5.1.36,1.7.1.6","ko:K03206,ko:K19784,ko:K22393","-","FMN_red",NA,NA,NA,NA,NA
"HEBPGAIP_01376","hypothetical protein","91061|Bacilli","-","Protein of unknown function (DUF3021)","-","-","-","DUF3021",NA,NA,NA,NA,NA
"HEBPGAIP_01377","putative HTH-type transcriptional regulator","91061|Bacilli","-","LytTr DNA-binding domain","-","-","-","LytTR",NA,NA,NA,NA,NA
"HEBPGAIP_01378","hypothetical protein","2|Bacteria","ycgE","bacterial-type RNA polymerase transcription factor activity, metal ion regulated sequence-specific DNA binding","-","ko:K21089,ko:K21972,ko:K22491","-","B12-binding,B12-binding_2,MerR_1",NA,NA,NA,NA,NA
"HEBPGAIP_01379","Multidrug export protein EmrB","91061|Bacilli","ycnB","Belongs to the major facilitator superfamily","-","-","-","MFS_1",NA,NA,NA,NA,NA
"HEBPGAIP_01380","hypothetical protein","2|Bacteria","-","PFAM Uncharacterised protein family UPF0150","-","ko:K18843","-","HicB-like_2,HicB_lk_antitox",NA,NA,NA,NA,NA
"HEBPGAIP_01381","HTH-type transcriptional regulator AdhR","91061|Bacilli","-","MerR, DNA binding","-","-","-","MerR_1",NA,NA,NA,NA,NA
"HEBPGAIP_01382","1-deoxyxylulose-5-phosphate synthase YajO","91061|Bacilli","-","Aldo/keto reductase family","-","-","-","Aldo_ket_red",NA,NA,NA,NA,NA
"HEBPGAIP_01383","Chloronitrobenzene nitroreductase","91061|Bacilli","pnb","nitroreductase","-","-","-","Nitroreductase",NA,NA,NA,NA,NA
"HEBPGAIP_01384","hypothetical protein","91061|Bacilli","-","GNAT family","-","-","-","Acetyltransf_1,Acetyltransf_10",NA,NA,NA,NA,NA
"HEBPGAIP_01385","Vegetative catalase","91061|Bacilli","katA","Belongs to the catalase family","1.11.1.6","ko:K03781","-","Catalase,Catalase-rel",NA,NA,NA,NA,NA
"HEBPGAIP_01386","hypothetical protein","91061|Bacilli","-","Acetyltransferase (GNAT) domain","-","ko:K03817","-","Acetyltransf_3",NA,NA,NA,NA,NA
"HEBPGAIP_01387","hypothetical protein","91061|Bacilli","-","-","-","-","-","Polyketide_cyc2",NA,NA,NA,NA,NA
"HEBPGAIP_01388","NADH peroxidase",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HEBPGAIP_01389","hypothetical protein","91061|Bacilli","-","Bacterial regulatory proteins, tetR family","-","-","-","TetR_C_11,TetR_N",NA,NA,NA,NA,NA
"HEBPGAIP_01390","hypothetical protein","91061|Bacilli","-","Helix-turn-helix","-","-","-","HTH_3",NA,NA,NA,NA,NA
"HEBPGAIP_01391","Inner membrane transporter YjeM","91061|Bacilli","potE","Amino Acid","-","-","-","AA_permease_2",NA,NA,NA,NA,NA
"HEBPGAIP_01392","Dipeptidase A","91061|Bacilli","pepD4","Dipeptidase","-","ko:K08659","-","Peptidase_C69",NA,NA,NA,NA,NA
"HEBPGAIP_01393","hypothetical protein","91061|Bacilli","yitT","Uncharacterised 5xTM membrane BCR, YitT family COG1284","-","-","-","DUF2179,YitT_membrane",NA,NA,NA,NA,NA
"HEBPGAIP_01394","putative tautomerase","91061|Bacilli","dmpI","Belongs to the 4-oxalocrotonate tautomerase family","5.3.2.6","ko:K01821","-","Tautomerase",NA,NA,NA,NA,NA
"HEBPGAIP_01395","Glycerol kinase","91061|Bacilli","glpK","Key enzyme in the regulation of glycerol uptake and metabolism. Catalyzes the phosphorylation of glycerol to yield sn- glycerol 3-phosphate","2.7.1.30","ko:K00864","-","FGGY_C,FGGY_N",NA,NA,NA,NA,NA
"HEBPGAIP_01396","hypothetical protein","91061|Bacilli","-","Protein of unknown function (DUF2975)","-","-","-","DUF2975",NA,NA,NA,NA,NA
"HEBPGAIP_01397","hypothetical protein","91061|Bacilli","yozG","Transcriptional regulator","-","ko:K07727","-","HTH_26",NA,NA,NA,NA,NA
"HEBPGAIP_01398","hypothetical protein","91061|Bacilli","-","-","-","-","-","-",NA,NA,NA,NA,NA
"HEBPGAIP_01399","hypothetical protein","91061|Bacilli","-","-","-","-","-","Exosortase_EpsH",NA,NA,NA,NA,NA
"HEBPGAIP_01400","hypothetical protein","91061|Bacilli","icaA","Glycosyl transferase family group 2","-","-","-","Chitin_synth_2,Glyco_tranf_2_3,Glyco_trans_2_3,Glycos_transf_2",NA,NA,NA,NA,NA
"HEBPGAIP_01401","hypothetical protein","91061|Bacilli","-","6-pyruvoyl tetrahydropterin synthase","4.1.2.50,4.2.3.12","ko:K01737","-","PTPS",NA,NA,NA,NA,NA
"HEBPGAIP_01402","hypothetical protein","91061|Bacilli","-","4-amino-4-deoxy-L-arabinose transferase and related glycosyltransferases of PMT family","-","-","-","PMT_2",NA,NA,NA,NA,NA
"HEBPGAIP_01403","Macrolide export ATP-binding/permease protein MacB","91061|Bacilli","yhcA","ABC transporter, ATP-binding protein","-","ko:K02003,ko:K02004","-","ABC_tran,FtsX,MacB_PCD",NA,NA,NA,NA,NA
"HEBPGAIP_01404","HTH-type transcriptional regulator BetI","1239|Firmicutes","-","Psort location Cytoplasmic, score","-","-","-","TetR_N",NA,NA,NA,NA,NA
"HEBPGAIP_01405","Arsenate reductase","91061|Bacilli","arsC","Belongs to the low molecular weight phosphotyrosine protein phosphatase family","1.20.4.1","ko:K03741","-","LMWPc",NA,NA,NA,NA,NA
"HEBPGAIP_01406","hypothetical protein","91061|Bacilli","-","Mor transcription activator family","-","-","-","Mor",NA,NA,NA,NA,NA
"HEBPGAIP_01407","hypothetical protein","91061|Bacilli","-","Mor transcription activator family","-","-","-","Mor",NA,NA,NA,NA,NA
"HEBPGAIP_01408","hypothetical protein","91061|Bacilli","-","N-acetylmuramoyl-L-alanine amidase","3.5.1.28","ko:K01448","-","Amidase_3",NA,NA,NA,NA,NA
"HEBPGAIP_01409","hypothetical protein","91061|Bacilli","-","Mor transcription activator family","-","-","-","Mor",NA,NA,NA,NA,NA
"HEBPGAIP_01410","putative multidrug ABC transporter ATP-binding protein YbhF","91061|Bacilli","ybhF_2","AAA domain, putative AbiEii toxin, Type IV TA system","-","ko:K01990","-","ABC_tran",NA,NA,NA,NA,NA
"HEBPGAIP_01411","Linearmycin resistance permease protein LnrN","91061|Bacilli","-","ABC transporter","-","ko:K01992","-","ABC2_membrane_3",NA,NA,NA,NA,NA
"HEBPGAIP_01412","hypothetical protein","91061|Bacilli","-","Bacterial regulatory proteins, tetR family","-","-","-","TetR_N",NA,NA,NA,NA,NA
"HEBPGAIP_01413","4-hydroxymandelate oxidase","91061|Bacilli","lctO","L-lactate dehydrogenase (FMN-dependent) and related alpha-hydroxy acid dehydrogenases","1.13.12.4","ko:K00467,ko:K10530","-","FMN_dh",NA,NA,NA,NA,NA
"HEBPGAIP_01414","hypothetical protein","91061|Bacilli","-","Belongs to the HesB IscA family","-","-","-","Fe-S_biosyn",NA,NA,NA,NA,NA
"HEBPGAIP_01415","Sodium","91061|Bacilli","nhaK","Sodium proton antiporter","-","ko:K03316","-","Na_H_Exchanger",NA,NA,NA,NA,NA
"HEBPGAIP_01416","putative transporter YycB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HEBPGAIP_01417","Low affinity potassium transport system protein kup","91061|Bacilli","kup","Transport of potassium into the cell","-","ko:K03549","-","K_trans",NA,NA,NA,NA,NA
"HEBPGAIP_01418","2-haloacrylate reductase","91061|Bacilli","-","Zinc-binding dehydrogenase","-","-","-","ADH_N,ADH_zinc_N_2",NA,NA,NA,NA,NA
"HEBPGAIP_01419","hypothetical protein","91061|Bacilli","-","Male sterility protein","-","-","-","3Beta_HSD,Epimerase",NA,NA,NA,NA,NA
"HEBPGAIP_01420","putative HTH-type transcriptional regulator","91061|Bacilli","-","helix_turn_helix, mercury resistance","-","-","-","MerR_1",NA,NA,NA,NA,NA
"HEBPGAIP_01421","hypothetical protein","91061|Bacilli","-","MarR family","-","ko:K18909","-","MarR,MarR_2",NA,NA,NA,NA,NA
"HEBPGAIP_01422","hypothetical protein","91061|Bacilli","-","Uncharacterized protein conserved in bacteria (DUF2316)","-","-","-","DUF2316",NA,NA,NA,NA,NA
"HEBPGAIP_01423","Alcohol dehydrogenase","91061|Bacilli","adhB","alcohol dehydrogenase","1.1.1.1","ko:K00001","-","ADH_N,ADH_zinc_N",NA,NA,NA,NA,NA
"HEBPGAIP_01424","hypothetical protein","91061|Bacilli","-","Transcriptional regulator","-","-","-","HTH_1,LysR_substrate",NA,NA,NA,NA,NA
"HEBPGAIP_01425","Morphine 6-dehydrogenase","91061|Bacilli","akr5f","reductase","1.1.1.346","ko:K06221","-","Aldo_ket_red",NA,NA,NA,NA,NA
"HEBPGAIP_01426","putative oxidoreductase/MSMEI_2347","91061|Bacilli","-","Oxidoreductase, aldo keto reductase family protein","1.1.1.346","ko:K06221","-","Aldo_ket_red",NA,NA,NA,NA,NA
"HEBPGAIP_01427","hypothetical protein","91061|Bacilli","-","-","-","-","-","-",NA,NA,NA,NA,NA
"HEBPGAIP_01428","putative succinyl-diaminopimelate desuccinylase","91061|Bacilli","dapE","succinyl-diaminopimelate desuccinylase","3.5.1.18","ko:K01439","-","M20_dimer,Peptidase_M20,Peptidase_M28",NA,NA,NA,NA,NA
"HEBPGAIP_01429","5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YitU","91061|Bacilli","yitU","hydrolase","3.1.3.104","ko:K21064","-","Hydrolase_3",NA,NA,NA,NA,NA
"HEBPGAIP_01430","Ribosomal RNA small subunit methyltransferase F","91061|Bacilli","rsmF","NOL1 NOP2 sun family protein","-","-","-","Methyltr_RsmB-F,Methyltr_RsmF_N,Methyltranf_PUA,RsmF_methylt_CI",NA,NA,NA,NA,NA
"HEBPGAIP_01431","Isopentenyl-diphosphate delta-isomerase","91061|Bacilli","fni","Involved in the biosynthesis of isoprenoids. Catalyzes the 1,3-allylic rearrangement of the homoallylic substrate isopentenyl (IPP) to its allylic isomer, dimethylallyl diphosphate (DMAPP)","5.3.3.2","ko:K01823","-","FMN_dh",NA,NA,NA,NA,NA
"HEBPGAIP_01432","Phosphomevalonate kinase","91061|Bacilli","mvaK2","phosphomevalonate kinase","2.7.4.2","ko:K00938","-","GHMP_kinases_C,GHMP_kinases_N",NA,NA,NA,NA,NA
"HEBPGAIP_01433","Homoserine kinase","91061|Bacilli","mvaD","diphosphomevalonate decarboxylase","4.1.1.33","ko:K01597","-","GHMP_kinases_C,GHMP_kinases_N",NA,NA,NA,NA,NA
"HEBPGAIP_01434","Galactokinase","91061|Bacilli","mvk","mevalonate kinase","2.7.1.36","ko:K00869","-","GHMP_kinases_C,GHMP_kinases_N",NA,NA,NA,NA,NA
"HEBPGAIP_01435","3'-5' exonuclease DinG","91061|Bacilli","dinG","helicase involved in DNA repair and perhaps also replication","3.6.4.12","ko:K03722","-","DEAD,Helicase_C_2,RNase_T,ResIII",NA,NA,NA,NA,NA
"HEBPGAIP_01436","hypothetical protein","91061|Bacilli","ypmB","Protein conserved in bacteria","-","-","-","PepSY",NA,NA,NA,NA,NA
"HEBPGAIP_01437","Asparagine--oxo-acid transaminase","91061|Bacilli","aspB","Aminotransferase","2.6.1.1,2.6.1.14","ko:K00812,ko:K22457","-","Aminotran_1_2",NA,NA,NA,NA,NA
"HEBPGAIP_01438","DNA replication protein DnaD","91061|Bacilli","dnaD","Replication initiation and membrane attachment","-","ko:K02086","-","DnaB_2,HTH_36",NA,NA,NA,NA,NA
"HEBPGAIP_01439","Putative phosphatase","91061|Bacilli","-","haloacid dehalogenase-like hydrolase","-","-","-","Hydrolase_3",NA,NA,NA,NA,NA
"HEBPGAIP_01440","Catabolite control protein B","91061|Bacilli","ccpB","lacI family","-","-","-","LacI,Peripla_BP_1",NA,NA,NA,NA,NA
"HEBPGAIP_01441","Penicillin-binding protein 1A","91061|Bacilli","ponA","penicillin-binding protein 1A","2.4.1.129,3.4.16.4","ko:K05366","GT51","Transgly,Transpeptidase,fn3",NA,NA,NA,NA,NA
"HEBPGAIP_01442","Holliday junction resolvase RecU","91061|Bacilli","recU","Endonuclease that resolves Holliday junction intermediates in genetic recombination. Cleaves mobile four-strand junctions by introducing symmetrical nicks in paired strands. Promotes annealing of linear ssDNA with homologous dsDNA. Required for DNA repair, homologous recombination and chromosome segregation","-","ko:K03700","-","RecU",NA,NA,NA,NA,NA
"HEBPGAIP_01443","hypothetical protein","91061|Bacilli","ypsA","Belongs to the UPF0398 family","-","-","-","DUF1273",NA,NA,NA,NA,NA
"HEBPGAIP_01444","Cell cycle protein GpsB","91061|Bacilli","gpsB","Divisome component that associates with the complex late in its assembly, after the Z-ring is formed, and is dependent on DivIC and PBP2B for its recruitment to the divisome. Together with EzrA, is a key component of the system that regulates PBP1 localization during cell cycle progression. Its main role could be the removal of PBP1 from the cell pole after pole maturation is completed. Also contributes to the recruitment of PBP1 to the division complex. Not essential for septum formation","-","-","-","DivIVA",NA,NA,NA,NA,NA
"HEBPGAIP_01445","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HEBPGAIP_01446","Ribosomal RNA large subunit methyltransferase L","91061|Bacilli","ypsC","Belongs to the methyltransferase superfamily","-","ko:K07444","-","THUMP,UPF0020",NA,NA,NA,NA,NA
"HEBPGAIP_01447","hypothetical protein","91061|Bacilli","-","Scavenger mRNA decapping enzyme C-term binding","-","ko:K02503","-","HIT",NA,NA,NA,NA,NA
"HEBPGAIP_01448","Ammonia channel","91061|Bacilli","amt","ammonium transporter","-","ko:K03320","-","Ammonium_transp",NA,NA,NA,NA,NA
"HEBPGAIP_01449","hypothetical protein","91061|Bacilli","-","-","-","-","-","-",NA,NA,NA,NA,NA
"HEBPGAIP_01450","hypothetical protein","91061|Bacilli","-","Belongs to the Nudix hydrolase family","3.6.1.55","ko:K03574","-","GrpB,NUDIX",NA,NA,NA,NA,NA
"HEBPGAIP_01451","hypothetical protein","91061|Bacilli","-","-","-","-","-","-",NA,NA,NA,NA,NA
"HEBPGAIP_01452","hypothetical protein","91061|Bacilli","-","CAAX protease self-immunity","-","ko:K07052","-","Abi",NA,NA,NA,NA,NA
"HEBPGAIP_01453","Nucleoid occlusion factor SlmA","91061|Bacilli","-","Bacterial regulatory proteins, tetR family","-","-","-","TetR_N",NA,NA,NA,NA,NA
"HEBPGAIP_01454","hypothetical protein","91061|Bacilli","XK27_02070","Nitroreductase family","-","ko:K07078","-","Nitroreductase",NA,NA,NA,NA,NA
"HEBPGAIP_01455","Glycine oxidase","91061|Bacilli","yurR","FAD dependent oxidoreductase","1.4.5.1","ko:K00285","-","DAO",NA,NA,NA,NA,NA
"HEBPGAIP_01456","14.7 kDa ribonuclease H-like protein","91061|Bacilli","rnhA","Ribonuclease HI","3.1.26.4","ko:K03469","-","RNase_H,RVT_3",NA,NA,NA,NA,NA
"HEBPGAIP_01457","hypothetical protein","91061|Bacilli","esbA","Family of unknown function (DUF5322)","-","-","-","DUF5322",NA,NA,NA,NA,NA
"HEBPGAIP_01458","Formate--tetrahydrofolate ligase 1","91061|Bacilli","fhs","Belongs to the formate--tetrahydrofolate ligase family","6.3.4.3","ko:K01938","-","FTHFS",NA,NA,NA,NA,NA
